DIMENSION: 101
VEHICLE CAPACITY: 200
NUMBER OF OCCASIONAL DRIVERS: 100

VERTEX_ID 	 VERTEX_X 	 VERTEX_Y 	 VERTEX_DEMAND 
79 	 87 	 30 	 10 	
80 	 85 	 25 	 10 	
81 	 85 	 35 	 30 	
82 	 75 	 55 	 20 	
83 	 72 	 55 	 10 	
84 	 70 	 58 	 20 	
85 	 68 	 60 	 30 	
86 	 66 	 55 	 10 	
87 	 65 	 55 	 20 	
88 	 65 	 60 	 30 	
89 	 63 	 58 	 10 	
90 	 60 	 55 	 10 	
91 	 60 	 60 	 10 	
92 	 67 	 85 	 20 	
93 	 65 	 85 	 40 	
94 	 65 	 82 	 10 	
95 	 62 	 80 	 30 	
96 	 60 	 80 	 10 	
97 	 60 	 85 	 30 	
98 	 58 	 75 	 20 	
99 	 55 	 80 	 10 	
100 	 55 	 85 	 20 	

OCCASIONAL DRIVERS DATA

OCCASIONAL DRIVER 1
x coordinate: 2.20
y coordinate: 37.84
Number of customers: 30
Subset of customers: 
Customer 20 profit 1.01694
Customer 21 profit 2.70253
Customer 22 profit 3.02156
Customer 23 profit 6.84522
Customer 24 profit 1.81213
Customer 25 profit 3.62346
Customer 26 profit 7.42426
Customer 27 profit 4.11572
Customer 28 profit 7.96431
Customer 29 profit 2.95957
Customer 30 profit 9.01262
Customer 31 profit 3.41082
Customer 32 profit 1.00000
Customer 33 profit 1.00000
Customer 34 profit 3.03265
Customer 35 profit 3.76728
Customer 36 profit 5.33694
Customer 37 profit 2.80588
Customer 38 profit 7.36207
Customer 39 profit 12.94621
Customer 42 profit 17.52405
Customer 43 profit 12.43929
Customer 45 profit 18.45629
Customer 46 profit 14.86162
Customer 47 profit 10.02137
Customer 48 profit 16.92602
Customer 49 profit 8.72974
Customer 50 profit 12.15976
Customer 51 profit 15.04027
Customer 52 profit 7.16835

OCCASIONAL DRIVER 2
x coordinate: 27.15
y coordinate: 33.60
Number of customers: 11
Subset of customers: 
Customer 20 profit 9.29554
Customer 41 profit 9.37193
Customer 42 profit 7.26778
Customer 43 profit 2.77387
Customer 45 profit 9.78207
Customer 46 profit 4.83683
Customer 47 profit 1.00000
Customer 48 profit 9.89151
Customer 49 profit 1.00000
Customer 50 profit 6.28832
Customer 52 profit 4.69975

OCCASIONAL DRIVER 3
x coordinate: 92.17
y coordinate: 33.31
Number of customers: 30
Subset of customers: 
Customer 61 profit 15.81485
Customer 62 profit 8.72958
Customer 63 profit 3.30291
Customer 64 profit 17.69347
Customer 65 profit 4.32769
Customer 66 profit 11.16627
Customer 67 profit 4.95051
Customer 68 profit 21.00072
Customer 69 profit 13.17762
Customer 70 profit 12.95254
Customer 71 profit 8.84246
Customer 72 profit 13.41951
Customer 73 profit 6.79311
Customer 74 profit 6.84842
Customer 76 profit 1.00000
Customer 77 profit 4.07226
Customer 78 profit 1.00000
Customer 79 profit 3.90212
Customer 80 profit 12.27854
Customer 81 profit 1.00000
Customer 82 profit 13.19228
Customer 83 profit 11.57380
Customer 84 profit 15.13220
Customer 85 profit 17.54572
Customer 86 profit 9.10829
Customer 87 profit 8.77941
Customer 88 profit 16.38147
Customer 89 profit 12.47057
Customer 90 profit 7.42496
Customer 91 profit 15.01949

OCCASIONAL DRIVER 4
x coordinate: 36.65
y coordinate: 13.62
Number of customers: 29
Subset of customers: 
Customer 20 profit 16.71843
Customer 40 profit 1.00000
Customer 41 profit 1.00000
Customer 42 profit 2.42936
Customer 43 profit 2.73360
Customer 44 profit 3.25457
Customer 45 profit 5.60839
Customer 46 profit 5.76551
Customer 47 profit 6.21485
Customer 48 profit 8.50164
Customer 49 profit 9.18248
Customer 50 profit 12.01930
Customer 51 profit 13.70601
Customer 52 profit 14.44361
Customer 54 profit 15.95040
Customer 55 profit 6.47156
Customer 57 profit 3.33788
Customer 59 profit 1.00000
Customer 61 profit 11.13071
Customer 62 profit 10.71783
Customer 63 profit 11.47712
Customer 64 profit 7.89402
Customer 65 profit 7.98380
Customer 66 profit 6.03500
Customer 67 profit 6.41588
Customer 68 profit 3.94632
Customer 69 profit 3.56758
Customer 72 profit 16.73896
Customer 74 profit 16.36726

OCCASIONAL DRIVER 5
x coordinate: 5.23
y coordinate: 41.59
Number of customers: 23
Subset of customers: 
Customer 20 profit 1.00000
Customer 21 profit 2.07195
Customer 22 profit 2.28936
Customer 23 profit 5.84733
Customer 24 profit 1.14048
Customer 25 profit 2.72782
Customer 26 profit 6.28788
Customer 27 profit 3.10577
Customer 28 profit 6.73933
Customer 29 profit 1.96096
Customer 30 profit 7.67284
Customer 31 profit 9.44017
Customer 32 profit 1.40090
Customer 33 profit 1.51078
Customer 34 profit 1.62094
Customer 35 profit 14.23774
Customer 36 profit 4.81401
Customer 37 profit 11.40181
Customer 43 profit 14.91078
Customer 47 profit 12.61500
Customer 49 profit 11.42195
Customer 50 profit 15.84804
Customer 52 profit 10.04380

OCCASIONAL DRIVER 6
x coordinate: 7.28
y coordinate: 39.89
Number of customers: 22
Subset of customers: 
Customer 20 profit 1.00000
Customer 21 profit 2.71632
Customer 22 profit 3.06995
Customer 23 profit 7.03714
Customer 24 profit 1.84806
Customer 25 profit 3.75902
Customer 26 profit 7.76471
Customer 27 profit 4.34372
Customer 28 profit 8.44557
Customer 29 profit 3.20376
Customer 30 profit 9.79354
Customer 31 profit 7.82708
Customer 32 profit 1.00000
Customer 33 profit 1.00000
Customer 34 profit 5.28653
Customer 35 profit 14.77090
Customer 36 profit 10.73217
Customer 43 profit 13.58000
Customer 47 profit 11.23501
Customer 49 profit 10.00392
Customer 50 profit 14.19577
Customer 52 profit 8.55912

OCCASIONAL DRIVER 7
x coordinate: 31.02
y coordinate: 33.43
Number of customers: 6
Subset of customers: 
Customer 41 profit 6.49651
Customer 42 profit 4.64642
Customer 43 profit 1.00000
Customer 46 profit 5.58682
Customer 47 profit 1.68058
Customer 49 profit 6.01784

OCCASIONAL DRIVER 8
x coordinate: 35.36
y coordinate: 9.33
Number of customers: 33
Subset of customers: 
Customer 20 profit 16.13869
Customer 21 profit 19.62944
Customer 40 profit 1.00000
Customer 41 profit 1.00000
Customer 42 profit 1.87337
Customer 43 profit 2.23424
Customer 44 profit 2.47491
Customer 45 profit 4.44594
Customer 46 profit 4.72125
Customer 47 profit 5.30561
Customer 48 profit 6.92637
Customer 49 profit 7.96464
Customer 50 profit 10.22953
Customer 51 profit 11.49479
Customer 52 profit 12.73384
Customer 54 profit 9.26765
Customer 55 profit 4.57142
Customer 56 profit 16.65969
Customer 57 profit 2.23164
Customer 58 profit 14.68830
Customer 59 profit 1.00000
Customer 60 profit 13.89300
Customer 61 profit 10.81298
Customer 62 profit 10.63486
Customer 63 profit 11.51138
Customer 64 profit 7.73914
Customer 65 profit 8.07378
Customer 66 profit 6.08986
Customer 67 profit 6.52530
Customer 68 profit 3.98468
Customer 69 profit 3.67837
Customer 72 profit 16.15334
Customer 74 profit 16.10264

OCCASIONAL DRIVER 9
x coordinate: 15.53
y coordinate: 83.32
Number of customers: 31
Subset of customers: 
Customer 1 profit 16.88852
Customer 2 profit 18.58473
Customer 3 profit 10.26746
Customer 4 profit 11.76659
Customer 5 profit 9.57413
Customer 6 profit 9.61884
Customer 7 profit 7.42259
Customer 8 profit 6.34582
Customer 9 profit 7.80915
Customer 10 profit 2.37077
Customer 11 profit 3.96111
Customer 12 profit 10.16787
Customer 13 profit 1.00000
Customer 14 profit 7.51979
Customer 15 profit 1.00000
Customer 16 profit 5.99078
Customer 17 profit 1.02448
Customer 18 profit 3.76230
Customer 19 profit 1.71573
Customer 20 profit 7.97790
Customer 21 profit 5.37433
Customer 22 profit 7.25843
Customer 23 profit 4.16595
Customer 24 profit 13.27897
Customer 25 profit 10.42060
Customer 26 profit 6.93211
Customer 27 profit 12.76069
Customer 28 profit 9.06941
Customer 29 profit 19.64489
Customer 30 profit 12.71315
Customer 75 profit 14.67401

OCCASIONAL DRIVER 10
x coordinate: 87.12
y coordinate: 33.51
Number of customers: 28
Subset of customers: 
Customer 61 profit 15.56078
Customer 62 profit 8.41023
Customer 63 profit 3.04567
Customer 64 profit 17.43523
Customer 65 profit 4.06287
Customer 66 profit 10.84698
Customer 67 profit 4.68234
Customer 68 profit 20.73713
Customer 69 profit 12.85839
Customer 72 profit 13.17287
Customer 73 profit 18.89864
Customer 74 profit 6.52910
Customer 76 profit 8.84425
Customer 77 profit 9.12801
Customer 78 profit 3.36078
Customer 79 profit 7.48157
Customer 80 profit 16.53282
Customer 81 profit 1.00000
Customer 82 profit 16.16800
Customer 83 profit 13.98691
Customer 84 profit 17.61033
Customer 85 profit 19.96645
Customer 86 profit 10.69559
Customer 87 profit 10.26020
Customer 88 profit 18.42287
Customer 89 profit 14.08389
Customer 90 profit 8.47230
Customer 91 profit 16.55788

OCCASIONAL DRIVER 11
x coordinate: 44.53
y coordinate: 8.01
Number of customers: 32
Subset of customers: 
Customer 20 profit 19.51926
Customer 40 profit 3.75765
Customer 41 profit 3.61894
Customer 42 profit 5.91512
Customer 43 profit 5.87093
Customer 44 profit 7.38700
Customer 45 profit 10.37517
Customer 46 profit 10.24852
Customer 47 profit 10.31555
Customer 48 profit 13.76144
Customer 49 profit 13.80157
Customer 50 profit 17.41385
Customer 51 profit 19.48439
Customer 52 profit 19.67221
Customer 53 profit 9.60204
Customer 54 profit 1.65797
Customer 55 profit 1.00000
Customer 56 profit 13.13115
Customer 57 profit 1.75442
Customer 58 profit 16.00465
Customer 59 profit 3.82389
Customer 61 profit 4.45877
Customer 62 profit 5.33192
Customer 63 profit 6.97990
Customer 64 profit 2.51005
Customer 65 profit 4.39997
Customer 66 profit 2.27494
Customer 67 profit 3.29263
Customer 68 profit 1.00000
Customer 69 profit 1.00000
Customer 72 profit 8.29496
Customer 74 profit 9.44500

OCCASIONAL DRIVER 12
x coordinate: 16.39
y coordinate: 80.27
Number of customers: 29
Subset of customers: 
Customer 1 profit 18.27667
Customer 3 profit 11.28480
Customer 4 profit 12.99137
Customer 5 profit 10.49721
Customer 6 profit 10.83698
Customer 7 profit 8.31769
Customer 8 profit 7.31582
Customer 9 profit 9.01953
Customer 10 profit 2.92079
Customer 11 profit 4.82324
Customer 12 profit 15.22467
Customer 13 profit 1.00000
Customer 14 profit 13.29378
Customer 15 profit 2.05960
Customer 16 profit 12.60067
Customer 17 profit 1.00000
Customer 18 profit 3.86888
Customer 19 profit 3.33193
Customer 20 profit 7.68038
Customer 21 profit 5.09579
Customer 22 profit 6.94086
Customer 23 profit 3.87319
Customer 24 profit 12.93149
Customer 25 profit 10.07404
Customer 26 profit 6.59094
Customer 27 profit 12.41804
Customer 28 profit 8.72282
Customer 30 profit 12.40603
Customer 75 profit 15.76411

OCCASIONAL DRIVER 13
x coordinate: 21.38
y coordinate: 82.99
Number of customers: 30
Subset of customers: 
Customer 1 profit 14.03978
Customer 2 profit 15.50411
Customer 3 profit 7.93712
Customer 4 profit 9.15504
Customer 5 profit 7.38515
Customer 6 profit 7.05330
Customer 7 profit 5.31960
Customer 8 profit 4.17669
Customer 9 profit 5.29959
Customer 10 profit 1.05057
Customer 11 profit 2.06425
Customer 12 profit 6.93486
Customer 13 profit 1.49869
Customer 14 profit 5.71471
Customer 15 profit 2.34105
Customer 16 profit 7.77179
Customer 17 profit 6.54699
Customer 18 profit 12.30933
Customer 19 profit 13.13291
Customer 20 profit 9.94397
Customer 21 profit 7.17121
Customer 22 profit 9.55517
Customer 23 profit 6.20727
Customer 24 profit 16.48792
Customer 25 profit 13.52066
Customer 26 profit 9.84241
Customer 27 profit 16.42605
Customer 28 profit 12.59781
Customer 30 profit 17.20936
Customer 75 profit 12.19281

OCCASIONAL DRIVER 14
x coordinate: 43.25
y coordinate: 68.80
Number of customers: 9
Subset of customers: 
Customer 1 profit 2.43640
Customer 2 profit 5.84657
Customer 3 profit 1.00000
Customer 4 profit 1.00000
Customer 5 profit 1.00000
Customer 6 profit 5.08718
Customer 7 profit 1.94046
Customer 8 profit 6.95171
Customer 75 profit 1.46246

OCCASIONAL DRIVER 15
x coordinate: 26.85
y coordinate: 53.45
Number of customers: 5
Subset of customers: 
Customer 20 profit 1.72266
Customer 21 profit 1.00000
Customer 22 profit 1.00000
Customer 23 profit 2.14244
Customer 25 profit 6.23085

OCCASIONAL DRIVER 16
x coordinate: 26.41
y coordinate: 54.04
Number of customers: 6
Subset of customers: 
Customer 20 profit 1.95895
Customer 21 profit 1.00000
Customer 22 profit 1.00000
Customer 23 profit 1.09285
Customer 25 profit 5.48863
Customer 26 profit 5.34540

OCCASIONAL DRIVER 17
x coordinate: 25.87
y coordinate: 54.37
Number of customers: 6
Subset of customers: 
Customer 20 profit 1.95419
Customer 21 profit 1.00000
Customer 22 profit 1.00000
Customer 23 profit 1.00000
Customer 25 profit 4.58693
Customer 26 profit 3.36181

OCCASIONAL DRIVER 18
x coordinate: 77.41
y coordinate: 57.10
Number of customers: 14
Subset of customers: 
Customer 63 profit 13.39180
Customer 65 profit 13.99585
Customer 67 profit 14.42538
Customer 75 profit 17.75065
Customer 82 profit 1.00000
Customer 83 profit 1.00000
Customer 84 profit 1.00000
Customer 85 profit 2.40472
Customer 86 profit 1.00000
Customer 87 profit 1.00000
Customer 88 profit 2.55034
Customer 89 profit 1.14048
Customer 90 profit 1.00000
Customer 91 profit 3.09455

OCCASIONAL DRIVER 19
x coordinate: 39.66
y coordinate: 5.46
Number of customers: 34
Subset of customers: 
Customer 20 profit 17.65578
Customer 21 profit 21.10292
Customer 40 profit 1.68534
Customer 41 profit 1.73884
Customer 42 profit 3.41686
Customer 43 profit 3.67006
Customer 44 profit 4.33283
Customer 45 profit 6.70943
Customer 46 profit 6.87103
Customer 47 profit 7.30688
Customer 48 profit 9.52500
Customer 49 profit 10.28350
Customer 50 profit 12.98043
Customer 51 profit 14.47333
Customer 52 profit 15.44163
Customer 53 profit 7.99938
Customer 54 profit 1.00000
Customer 55 profit 1.00000
Customer 56 profit 1.65155
Customer 57 profit 1.00000
Customer 58 profit 3.56892
Customer 59 profit 1.00000
Customer 60 profit 8.67675
Customer 61 profit 7.11664
Customer 62 profit 7.65289
Customer 63 profit 9.04742
Customer 64 profit 4.66728
Customer 65 profit 6.07518
Customer 66 profit 3.91888
Customer 67 profit 4.76165
Customer 68 profit 1.90077
Customer 69 profit 2.06148
Customer 72 profit 11.58848
Customer 74 profit 12.35139

OCCASIONAL DRIVER 20
x coordinate: 49.92
y coordinate: 38.95
Number of customers: 3
Subset of customers: 
Customer 63 profit 1.00000
Customer 65 profit 1.00000
Customer 67 profit 1.00000

OCCASIONAL DRIVER 21
x coordinate: 79.15
y coordinate: 59.66
Number of customers: 14
Subset of customers: 
Customer 63 profit 14.36291
Customer 65 profit 14.90583
Customer 67 profit 15.30550
Customer 75 profit 16.08606
Customer 82 profit 2.03051
Customer 83 profit 1.00000
Customer 84 profit 1.00000
Customer 85 profit 1.00000
Customer 86 profit 1.00000
Customer 87 profit 1.00000
Customer 88 profit 1.21090
Customer 89 profit 1.00000
Customer 90 profit 1.00000
Customer 91 profit 1.90492

OCCASIONAL DRIVER 22
x coordinate: 27.05
y coordinate: 51.22
Number of customers: 4
Subset of customers: 
Customer 20 profit 1.00000
Customer 21 profit 1.00000
Customer 22 profit 1.00000
Customer 23 profit 6.22789

OCCASIONAL DRIVER 23
x coordinate: 36.18
y coordinate: 9.22
Number of customers: 32
Subset of customers: 
Customer 20 profit 16.46117
Customer 40 profit 1.00000
Customer 41 profit 1.00000
Customer 42 profit 2.17065
Customer 43 profit 2.51331
Customer 44 profit 2.84759
Customer 45 profit 4.93351
Customer 46 profit 5.18051
Customer 47 profit 5.72986
Customer 48 profit 7.51922
Customer 49 profit 8.47897
Customer 50 profit 10.87764
Customer 51 profit 12.22527
Customer 52 profit 13.37095
Customer 54 profit 7.93521
Customer 55 profit 3.67720
Customer 56 profit 15.57026
Customer 57 profit 1.54821
Customer 58 profit 13.88919
Customer 59 profit 1.00000
Customer 60 profit 13.92403
Customer 61 profit 10.16963
Customer 62 profit 10.10902
Customer 63 profit 11.07575
Customer 64 profit 7.17886
Customer 65 profit 7.70882
Customer 66 profit 5.68259
Customer 67 profit 6.19729
Customer 68 profit 3.56795
Customer 69 profit 3.35813
Customer 72 profit 15.40321
Customer 74 profit 15.47304

OCCASIONAL DRIVER 24
x coordinate: 91.52
y coordinate: 28.73
Number of customers: 30
Subset of customers: 
Customer 61 profit 13.05937
Customer 62 profit 6.84891
Customer 63 profit 2.28249
Customer 64 profit 14.94591
Customer 65 profit 3.23821
Customer 66 profit 9.23897
Customer 67 profit 3.82871
Customer 68 profit 18.26378
Customer 69 profit 11.22253
Customer 70 profit 10.37372
Customer 71 profit 13.49970
Customer 72 profit 10.65065
Customer 73 profit 2.12684
Customer 74 profit 5.02152
Customer 76 profit 4.66117
Customer 77 profit 1.00000
Customer 78 profit 2.78488
Customer 79 profit 1.00000
Customer 80 profit 5.20137
Customer 81 profit 1.18614
Customer 82 profit 17.03835
Customer 83 profit 15.00447
Customer 84 profit 18.62270
Customer 85 profit 20.99422
Customer 86 profit 11.78046
Customer 87 profit 11.33632
Customer 88 profit 19.50188
Customer 89 profit 15.16835
Customer 90 profit 9.45468
Customer 91 profit 17.63485

OCCASIONAL DRIVER 25
x coordinate: 25.97
y coordinate: 51.50
Number of customers: 6
Subset of customers: 
Customer 20 profit 1.00000
Customer 21 profit 1.00000
Customer 22 profit 1.00000
Customer 23 profit 4.69610
Customer 24 profit 4.27089
Customer 25 profit 3.37099

OCCASIONAL DRIVER 26
x coordinate: 47.68
y coordinate: 31.77
Number of customers: 9
Subset of customers: 
Customer 61 profit 8.78214
Customer 62 profit 3.55473
Customer 63 profit 4.65749
Customer 64 profit 5.67680
Customer 65 profit 2.01737
Customer 66 profit 1.00000
Customer 67 profit 1.09290
Customer 68 profit 6.46197
Customer 69 profit 1.00000

OCCASIONAL DRIVER 27
x coordinate: 47.94
y coordinate: 37.79
Number of customers: 3
Subset of customers: 
Customer 63 profit 4.16391
Customer 65 profit 1.00000
Customer 67 profit 1.00000

OCCASIONAL DRIVER 28
x coordinate: 19.84
y coordinate: 78.92
Number of customers: 26
Subset of customers: 
Customer 3 profit 10.43677
Customer 4 profit 12.09976
Customer 5 profit 9.67865
Customer 6 profit 9.94489
Customer 7 profit 7.50701
Customer 8 profit 6.47721
Customer 9 profit 8.12686
Customer 10 profit 2.28600
Customer 11 profit 4.01787
Customer 13 profit 1.00000
Customer 14 profit 16.88188
Customer 15 profit 3.02083
Customer 17 profit 3.80015
Customer 18 profit 10.11954
Customer 19 profit 13.99761
Customer 20 profit 8.63820
Customer 21 profit 5.94828
Customer 22 profit 8.06571
Customer 23 profit 4.83141
Customer 24 profit 14.59573
Customer 25 profit 11.66155
Customer 26 profit 8.04375
Customer 27 profit 14.34796
Customer 28 profit 10.54931
Customer 30 profit 14.84968
Customer 75 profit 14.89998

OCCASIONAL DRIVER 29
x coordinate: 83.29
y coordinate: 58.40
Number of customers: 15
Subset of customers: 
Customer 5 profit 20.55773
Customer 63 profit 12.93207
Customer 65 profit 13.61397
Customer 67 profit 14.07732
Customer 75 profit 16.90831
Customer 82 profit 1.00000
Customer 83 profit 1.00000
Customer 84 profit 1.00000
Customer 85 profit 1.61184
Customer 86 profit 1.00000
Customer 87 profit 1.00000
Customer 88 profit 1.89997
Customer 89 profit 1.00000
Customer 90 profit 1.00000
Customer 91 profit 2.57187

OCCASIONAL DRIVER 30
x coordinate: 15.91
y coordinate: 82.78
Number of customers: 30
Subset of customers: 
Customer 1 profit 17.01145
Customer 2 profit 18.73668
Customer 3 profit 10.34520
Customer 4 profit 11.86799
Customer 5 profit 9.64168
Customer 6 profit 9.71821
Customer 7 profit 7.48633
Customer 8 profit 6.41631
Customer 9 profit 7.90617
Customer 10 profit 2.40018
Customer 11 profit 4.01863
Customer 12 profit 10.81430
Customer 13 profit 1.00000
Customer 14 profit 8.25994
Customer 15 profit 1.00000
Customer 16 profit 6.86127
Customer 17 profit 1.08288
Customer 18 profit 4.01149
Customer 19 profit 2.07211
Customer 20 profit 7.99920
Customer 21 profit 5.39096
Customer 22 profit 7.28690
Customer 23 profit 4.18623
Customer 24 profit 13.33813
Customer 25 profit 10.47405
Customer 26 profit 6.97628
Customer 27 profit 12.83602
Customer 28 profit 9.13571
Customer 30 profit 12.82259
Customer 75 profit 14.76123

OCCASIONAL DRIVER 31
x coordinate: 31.64
y coordinate: 31.38
Number of customers: 9
Subset of customers: 
Customer 40 profit 6.14686
Customer 41 profit 2.70362
Customer 42 profit 1.00000
Customer 43 profit 1.00000
Customer 44 profit 4.10273
Customer 45 profit 6.56262
Customer 46 profit 3.10126
Customer 47 profit 2.54810
Customer 49 profit 6.29589

OCCASIONAL DRIVER 32
x coordinate: 44.21
y coordinate: 6.20
Number of customers: 33
Subset of customers: 
Customer 20 profit 19.27287
Customer 40 profit 3.41363
Customer 41 profit 3.31883
Customer 42 profit 5.50629
Customer 43 profit 5.52931
Customer 44 profit 6.86080
Customer 45 profit 9.72491
Customer 46 profit 9.66998
Customer 47 profit 9.82509
Customer 48 profit 12.98826
Customer 49 profit 13.20946
Customer 50 profit 16.60899
Customer 51 profit 18.53316
Customer 52 profit 18.92801
Customer 53 profit 3.82225
Customer 54 profit 1.00000
Customer 55 profit 1.00000
Customer 56 profit 8.59696
Customer 57 profit 1.20525
Customer 58 profit 11.78390
Customer 59 profit 2.92088
Customer 60 profit 16.89690
Customer 61 profit 4.56440
Customer 62 profit 5.44313
Customer 63 profit 7.09191
Customer 64 profit 2.62164
Customer 65 profit 4.50576
Customer 66 profit 2.37729
Customer 67 profit 3.39129
Customer 68 profit 1.00000
Customer 69 profit 1.00000
Customer 72 profit 8.35650
Customer 74 profit 9.53408

OCCASIONAL DRIVER 33
x coordinate: 54.87
y coordinate: 34.17
Number of customers: 7
Subset of customers: 
Customer 62 profit 1.99550
Customer 63 profit 1.00000
Customer 65 profit 1.00000
Customer 66 profit 4.39282
Customer 67 profit 1.00000
Customer 69 profit 6.39207
Customer 74 profit 1.00000

OCCASIONAL DRIVER 34
x coordinate: 84.67
y coordinate: 56.22
Number of customers: 15
Subset of customers: 
Customer 63 profit 11.70880
Customer 65 profit 12.48418
Customer 67 profit 12.99111
Customer 74 profit 20.59287
Customer 75 profit 18.14343
Customer 82 profit 1.00000
Customer 83 profit 1.00000
Customer 84 profit 1.15913
Customer 85 profit 2.75771
Customer 86 profit 1.00000
Customer 87 profit 1.00000
Customer 88 profit 2.96650
Customer 89 profit 1.58909
Customer 90 profit 1.00000
Customer 91 profit 3.54724

OCCASIONAL DRIVER 35
x coordinate: 87.73
y coordinate: 26.25
Number of customers: 30
Subset of customers: 
Customer 61 profit 11.14364
Customer 62 profit 5.51519
Customer 63 profit 1.57956
Customer 64 profit 13.01672
Customer 65 profit 2.45768
Customer 66 profit 7.84027
Customer 67 profit 3.01219
Customer 68 profit 16.31678
Customer 69 profit 9.78567
Customer 70 profit 21.43524
Customer 71 profit 24.12245
Customer 72 profit 8.75802
Customer 73 profit 12.94208
Customer 74 profit 3.76417
Customer 76 profit 12.68969
Customer 77 profit 3.91825
Customer 78 profit 9.17182
Customer 79 profit 2.53944
Customer 80 profit 1.87297
Customer 81 profit 5.26123
Customer 82 profit 21.57675
Customer 83 profit 18.95660
Customer 84 profit 22.56176
Customer 85 profit 24.82202
Customer 86 profit 14.72353
Customer 87 profit 14.13205
Customer 88 profit 22.88627
Customer 89 profit 18.05412
Customer 90 profit 11.59504
Customer 91 profit 20.36645

OCCASIONAL DRIVER 36
x coordinate: 40.04
y coordinate: 12.27
Number of customers: 29
Subset of customers: 
Customer 20 profit 18.10249
Customer 40 profit 2.11055
Customer 41 profit 2.10582
Customer 42 profit 4.05270
Customer 43 profit 4.19108
Customer 44 profit 5.24805
Customer 45 profit 8.01251
Customer 46 profit 8.00094
Customer 47 profit 8.23672
Customer 48 profit 11.24381
Customer 49 profit 11.52477
Customer 50 profit 14.86572
Customer 51 profit 16.83505
Customer 52 profit 17.18478
Customer 54 profit 8.49306
Customer 55 profit 1.09464
Customer 57 profit 1.00000
Customer 59 profit 1.17938
Customer 61 profit 7.94200
Customer 62 profit 8.17892
Customer 63 profit 9.39947
Customer 64 profit 5.18902
Customer 65 profit 6.27932
Customer 66 profit 4.14883
Customer 67 profit 4.90452
Customer 68 profit 2.07160
Customer 69 profit 2.15216
Customer 72 profit 12.93063
Customer 74 profit 13.25050

OCCASIONAL DRIVER 37
x coordinate: 21.59
y coordinate: 75.44
Number of customers: 20
Subset of customers: 
Customer 3 profit 11.53271
Customer 4 profit 13.48874
Customer 5 profit 10.64641
Customer 6 profit 11.35969
Customer 7 profit 8.45648
Customer 8 profit 7.55941
Customer 9 profit 9.57415
Customer 10 profit 2.81428
Customer 11 profit 4.99069
Customer 13 profit 1.00000
Customer 17 profit 8.83725
Customer 20 profit 8.62830
Customer 21 profit 5.91937
Customer 22 profit 8.10405
Customer 23 profit 4.83235
